11.2,38
13,36
12.8,36
13.3,36
12.8,35
13.2,36
13.2,35
13,35
12.4,35
12.3,34
12.3,34
12.1,34
12.2,34
11.8,35
11.7,34
11.4,34
11.4,33
11.5,32
11.5,32
11.4,32
11,32
10.4,33
9.7,35
10.4,37
10.8,35
11.7,38
11.5,34
11.7,35
12,35
11.9,38
11.8,35
11,35
9.2,38
8.6,43
8.1,44
10.6,41
10.7,35
10.6,33
10.8,34
